nflId,displayName,position,Team,final_rating
53665.0,Jack Anderson,G,NYG,1
54532.0,Joshua Ezeudu,G,NYG,1
42471.0,Jon Feliciano,C,NYG,1
46629.0,Nick Gates,C,NYG,1
44814.0,Mitchell Trubisky,QB,PIT,1
54485.0,Kenny Pickett,QB,PIT,9
53453.0,Najee Harris,RB,PIT,1
54905.0,Jaylen Warren,RB,PIT,9
43487.0,Derek Watt,FB,PIT,1
47849.0,Diontae Johnson,WR,PIT,9
47876.0,Miles Boykin,WR,PIT,2
48051.0,Steven Sims,WR,PIT,2
48988.0,Gunner Olszewski,WR,PIT,1
52457.0,Chase Claypool,WR,PIT,8
54517.0,George Pickens,WR,PIT,9
47924.0,Zach Gentry,TE,PIT,1
53484.0,Pat Freiermuth,TE,PIT,9
54673.0,Connor Heyward,TE,PIT,6
46161.0,Chukwuma Okorafor,T,PIT,1
46755.0,Trenton Scott,T,PIT,1
53557.0,Dan Moore,T,PIT,9
46108.0,James Daniels,G,PIT,9
52543.0,Kevin Dotson,G,PIT,1
46166.0,Mason Cole,C,PIT,1
46404.0,J.C. Hassenauer,C,PIT,1
41291.0,Jimmy Garoppolo,QB,SF,9
53432.0,Trey Lance,QB,SF,1
54727.0,Brock Purdy,QB,SF,4
42416.0,Tevin Coleman,RB,SF,6
44820.0,Christian McCaffrey,RB,SF,9
46377.0,Jeffery Wilson,RB,SF,9
53623.0,Elijah Mitchell,RB,SF,3
54558.0,Tyrion Davis-Price,RB,SF,1
55113.0,Jordan Mason,RB,SF,1
40078.0,Kyle Juszczyk,FB,SF,1
41500.0,Willie Snead,WR,SF,1
46256.0,Ray-Ray McCloud,WR,SF,5
46998.0,Malik Turner,WR,SF,1
47819.0,Deebo Samuel,WR,SF,9
52433.0,Brandon Aiyuk,WR,SF,7
52625.0,Jauan Jennings,WR,SF,7
54570.0,Danny Gray,WR,SF,1
55112.0,Tay Martin,WR,SF,1
42428.0,Tyler Kroft,TE,SF,1
44959.0,George Kittle,TE,SF,6
46331.0,Ross Dwelley,TE,SF,9
52598.0,Charlie Woerner,TE,SF,1
35443.0,Trent Williams,T,SF,1
